----system---- ----total-usage---- ------memory-usage----- -dsk/total- ---procs--- ---load-avg--- -most-expensive- --most-expensive--
     time     |usr sys idl wai stl| used  free  buf   cach| read  writ|run blk new| 1m   5m  15m |  cpu process   |  memory process  
17-10 05:34:27| 97   3   0   0   0|  46G   12G  403M 4585M|   0     0 | 81   0   0|68.7 65.7 64.3|ppgen_sabv_l  13|ppgen        12617
17-10 05:34:28| 97   4   0   0   0|  46G   12G  403M 4585M|   0     0 | 76   0   0|68.7 65.7 64.3|ppgen_sabv_l  16|ppgen        12617
17-10 05:34:29| 94   6   0   0   0|  46G   12G  403M 4585M|   0    48k| 69   0  19|68.7 65.7 64.3|ppgen_sabv_l  20|ppgen        12617
17-10 05:34:30| 94   7   0   0   0|  46G   12G  403M 4585M|   0    64k| 69   0  19|68.7 65.7 64.3|ppgen_sabv_l  18|ppgen        12617
17-10 05:34:31| 94   6   0   0   0|  47G   11G  403M 4585M|   0  4090B| 70   0   0|68.7 65.7 64.3|ppgen_sabv_l  17|ppgen        12617
17-10 05:34:32| 92   8   0   0   0|  47G   11G  403M 4585M|   0     0 | 71   0 7.0|68.7 65.7 64.3|ppgen_sabv_l  16|ppgen        12617
17-10 05:34:33| 93   7   0   0   0|  47G   11G  403M 4585M|   0     0 | 70   0   0|68.7 65.7 64.3|ppgen_sabv_l  13|ppgen        12617
17-10 05:34:34| 93   6   0   0   0|  47G   11G  403M 4585M|   0   124k| 85   0  47|68.7 65.7 64.3|ppgen         14|ppgen        12617
17-10 05:34:35| 97   3   0   0   0|  47G   11G  403M 4585M|   0  4083B| 73   0  58|68.7 65.7 64.3|ppgen_sabv_l  12|ppgen        12641
17-10 05:34:36| 98   2   0   0   0|  47G   11G  403M 4585M|   0  4115B| 71   0 3.0|68.7 65.7 64.3|ppgen_sabv_l  14|ppgen        12681
17-10 05:34:37| 93   7   0   0   0|  48G   10G  403M 4585M|   0  8157B| 72   0 7.0|68.8 65.8 64.3|ppgen_sabv_l  13|ppgen        12681
17-10 05:34:38| 97   3   0   0   0|  48G   10G  403M 4585M|   0     0 | 86   0   0|68.8 65.8 64.3|ppgen         14|ppgen        12681
17-10 05:34:39| 99   1   0   0   0|  48G   10G  403M 4585M|   0    64k| 86   0 9.0|68.8 65.8 64.3|ppgen_sabv_l  15|ppgen        12689
17-10 05:34:40| 97   3   0   0   0|  48G   10G  403M 4585M|   0    36k| 87   0  48|68.8 65.8 64.3|ppgen_sabv_l  15|ppgen        12727
17-10 05:34:41| 98   2   0   0   0|  48G   10G  403M 4585M|   0  4101B| 85   0  19|68.8 65.8 64.3|ppgen         13|ppgen        12745
17-10 05:34:42| 99   1   0   0   0|  48G   10G  403M 4585M|   0  4087B| 85   0   0|70.1 66.1 64.4|ppgen         14|ppgen        12745
17-10 05:34:43| 98   2   0   0   0|  48G   10G  403M 4585M|   0    44k| 86   0  36|70.1 66.1 64.4|ppgen         13|ppgen        12745
17-10 05:34:44| 99   1   0   0   0|  48G   10G  403M 4585M|   0    68k| 69   0 5.0|70.1 66.1 64.4|ppgen_sabv_l  13|ppgen        12745
17-10 05:34:45| 94   6   0   0   0|  48G   10G  403M 4585M|   0     0 | 68   0  35|70.1 66.1 64.4|ppgen         13|ppgen        12745
17-10 05:34:46| 98   1   0   0   0|  48G   10G  403M 4585M|   0     0 | 68   0  18|70.1 66.1 64.4|ppgen         16|ppgen        12745
17-10 05:34:47| 96   4   0   0   0|  48G   10G  403M 4585M|   0    64k| 68   0  34|69.9 66.1 64.5|ppgen_sabv_l  16|ppgen        12745
17-10 05:34:48| 94   6   0   0   0|  48G 9868M  403M 4585M|   0     0 | 68   0   0|69.9 66.1 64.5|ppgen_sabv_l  19|ppgen        12745
17-10 05:34:49| 96   4   0   0   0|  48G   10G  403M 4585M|   0   364k| 83   0   0|69.9 66.1 64.5|ppgen_sabv_l  18|ppgen        12745
17-10 05:34:50| 97   3   0   0   0|  48G   10G  403M 4585M|   0     0 | 85   0  54|69.9 66.1 64.5|ppgen         12|ppgen        12745
17-10 05:34:51| 98   2   0   0   0|  48G   10G  403M 4585M|   0     0 | 84   0  21|69.9 66.1 64.5|ppgen_sabv_l  13|ppgen        12745
17-10 05:34:52| 99   1   0   0   0|  48G   10G  403M 4585M|   0   100k| 83   0   0|70.9 66.4 64.6|ppgen_sabv_l  13|ppgen        12745
17-10 05:34:53| 99   1   0   0   0|  48G   10G  403M 4585M|   0    12k| 83   0   0|70.9 66.4 64.6|ppgen_sabv_l  15|ppgen        12745
17-10 05:34:54| 98   2   0   0   0|  48G   10G  403M 4585M|   0    84k| 83   0  34|70.9 66.4 64.6|ppgen         12|ppgen        12745
17-10 05:34:55| 98   2   0   0   0|  48G   10G  403M 4585M|   0   215k| 82   0  21|70.9 66.4 64.6|ppgen_sabv_l  12|ppgen        12745
17-10 05:34:56| 99   2   0   0   0|  48G   10G  403M 4585M|   0     0 | 82   0  19|70.9 66.4 64.6|ppgen         15|ppgen        12745
17-10 05:34:57| 97   3   0   0   0|  48G   10G  403M 4585M|   0  4106B| 84   0 2.0|70.7 66.4 64.6|ppgen         15|ppgen        12745
17-10 05:34:58| 98   2   0   0   0|  48G   10G  403M 4586M|   0     0 | 85   0  12|70.7 66.4 64.6|ppgen         13|ppgen        12745
17-10 05:34:59| 99   2   0   0   0|  48G   10G  403M 4586M|   0  8184B| 68   0   0|70.7 66.4 64.6|ppgen_sabv_l  18|ppgen        12745
17-10 05:35:00| 93   6   0   0   0|  48G   10G  403M 4586M|   0   119k| 68   0  19|70.7 66.4 64.6|ppgen_sabv_l  17|ppgen        12745
17-10 05:35:01| 98   2   0   0   0|  48G   10G  403M 4586M|   0     0 | 83   0  19|70.7 66.4 64.6|ppgen_sabv_l  14|ppgen        12745
17-10 05:35:02| 98   1   0   0   0|  48G   10G  403M 4586M|   0  8089B| 76   0 3.0|71.7 66.7 64.7|ppgen_sabv_l  13|ppgen        12745
17-10 05:35:03| 99   2   0   0   0|  48G   10G  403M 4586M|   0     0 | 84   0   0|71.7 66.7 64.7|ppgen_sabv_l  13|ppgen        12745
17-10 05:35:04| 98   2   0   0   0|  48G   10G  403M 4586M|   0     0 | 84   0   0|71.7 66.7 64.7|ppgen         13|ppgen        12745
17-10 05:35:05| 96   4   0   0   0|  48G 9929M  403M 4586M|   0   156k| 74   0  29|71.7 66.7 64.7|ppgen_sabv_l  15|ppgen        12745
17-10 05:35:06| 98   2   0   0   0|  48G 9937M  403M 4586M|   0    12k| 83   0  35|71.7 66.7 64.7|ppgen         18|ppgen        12745
17-10 05:35:07| 98   2   0   0   0|  48G 9953M  403M 4586M|   0   268k| 68   0 5.0|72.6 67.0 64.8|ppgen         16|ppgen        12745
17-10 05:35:08| 98   2   0   0   0|  48G 9960M  403M 4586M|   0     0 | 68   0   0|72.6 67.0 64.8|ppgen         14|ppgen        12745
17-10 05:35:09| 98   3   0   0   0|  48G 9921M  403M 4586M|   0     0 | 82   0   0|72.6 67.0 64.8|ppgen         15|ppgen        12745
17-10 05:35:10| 97   2   0   0   0|  48G 9902M  403M 4586M|   0    76k| 83   0  19|72.6 67.0 64.8|ppgen_sabv_l  14|ppgen        12745
17-10 05:35:11| 97   3   0   0   0|  48G   10G  403M 4586M|   0     0 | 69   0  19|72.6 67.0 64.8|ppgen         14|ppgen        12745
17-10 05:35:12| 97   3   0   0   0|  48G 9949M  403M 4586M|   0  8200B| 88   0   0|72.3 67.0 64.8|ppgen         13|ppgen        12745
17-10 05:35:13| 98   2   0   0   0|  48G 9984M  403M 4586M|   0  4075B| 84   0   0|72.3 67.0 64.8|ppgen         15|ppgen        12745
17-10 05:35:14| 98   2   0   0   0|  48G 9947M  403M 4586M|   0    36k| 83   0   0|72.3 67.0 64.8|ppgen_sabv_l  14|ppgen        12745
17-10 05:35:15| 96   4   0   0   0|  48G 9958M  403M 4586M|   0    64k| 85   0  35|72.3 67.0 64.8|ppgen_sabv_l  12|ppgen        12745
17-10 05:35:16| 98   2   0   0   0|  48G 9967M  403M 4586M|   0    32k| 88   0  11|72.3 67.0 64.8|ppgen_sabv_l  13|ppgen        12745
17-10 05:35:17| 99   2   0   0   0|  48G 9900M  403M 4586M|   0     0 | 70   0  10|73.2 67.3 64.9|ppgen_sabv_l  18|ppgen        12745
17-10 05:35:18| 95   5   0   0   0|  49G 9591M  403M 4586M|   0  8194B| 85   0   0|73.2 67.3 64.9|ppgen_sabv_l  17|ppgen        12745
17-10 05:35:19| 99   1   0   0   0|  48G 9724M  403M 4586M|   0   112k| 84   0   0|73.2 67.3 64.9|ppgen         14|ppgen        12745
17-10 05:35:20| 98   1   0   0   0|  48G 9733M  403M 4586M|   0     0 | 87   0 3.0|73.2 67.3 64.9|ppgen_sabv_l  13|ppgen        12745
17-10 05:35:21| 98   3   0   0   0|  48G 9734M  403M 4586M|   0    12k| 80   0  14|73.2 67.3 64.9|ppgen_sabv_l  14|ppgen        12745
17-10 05:35:22| 97   3   0   0   0|  48G 9733M  403M 4586M|   0     0 | 69   0  19|72.8 67.3 64.9|ppgen_sabv_l  12|ppgen        12745
17-10 05:35:23| 98   2   0   0   0|  48G 9747M  403M 4586M|   0  4097B| 75   0   0|72.8 67.3 64.9|ppgen_sabv_l  13|ppgen        12745
17-10 05:35:24| 98   2   0   0   0|  48G 9698M  403M 4586M|   0   224k| 85   0   0|72.8 67.3 64.9|ppgen_sabv_l  14|ppgen        12745
17-10 05:35:25| 99   1   0   0   0|  48G 9708M  403M 4586M|   0     0 | 84   0 1.0|72.8 67.3 64.9|ppgen         13|ppgen        12745
17-10 05:35:26| 98   2   0   0   0|  48G 9718M  403M 4586M|   0   144k| 84   0  19|72.8 67.3 64.9|ppgen_sabv_l  14|ppgen        12745
17-10 05:35:27| 98   2   0   0   0|  48G 9757M  403M 4586M|   0     0 | 84   0  20|73.8 67.6 65.0|ppgen         15|ppgen        12745
17-10 05:35:28| 98   2   0   0   0|  48G 9832M  403M 4586M|   0     0 | 85   0   0|73.8 67.6 65.0|ppgen         11|ppgen        12745
17-10 05:35:29| 94   6   0   0   0|  48G 9685M  403M 4586M|   0    68k| 86   0   0|73.8 67.6 65.0|ppgen         12|ppgen        12869
17-10 05:35:30| 95   5   0   0   0|  49G 9483M  403M 4586M|   0     0 | 84   0   0|73.8 67.6 65.0|ppgen_sabv_l  13|ppgen        13016
17-10 05:35:31| 96   4   0   0   0|  49G 9302M  403M 4586M|   0     0 | 84   0  19|73.8 67.6 65.0|ppgen         15|ppgen        13153
17-10 05:35:32| 97   3   0   0   0|  49G 9201M  403M 4586M|   0     0 | 84   0  21|74.5 67.8 65.1|ppgen         14|ppgen        13236
17-10 05:35:33| 99   1   0   0   0|  49G 9197M  403M 4586M|   0     0 | 85   0 3.0|74.5 67.8 65.1|ppgen         13|ppgen        13254
17-10 05:35:34| 97   3   0   0   0|  49G 9129M  403M 4586M|   0   148k| 84   0  26|74.5 67.8 65.1|ppgen         16|ppgen        13306
17-10 05:35:35| 97   3   0   0   0|  49G 9026M  403M 4586M|   0    68k| 84   0  42|74.5 67.8 65.1|ppgen         14|ppgen        13413
17-10 05:35:36| 96   4   0   0   0|  49G 8930M  403M 4586M|   0  4101B| 83   0  18|74.5 67.8 65.1|ppgen         14|ppgen        13522
17-10 05:35:37| 96   4   0   0   0|  49G 8797M  403M 4586M|   0     0 | 84   0  19|75.2 68.1 65.2|ppgen         14|ppgen        13661
17-10 05:35:38| 97   3   0   0   0|  49G 8696M  403M 4586M|   0     0 | 72   0   0|75.2 68.1 65.2|ppgen_sabv_l  15|ppgen        13746
17-10 05:35:39| 93   7   0   0   0|  48G   10G  403M 4586M|   0    64k| 68   0   0|75.2 68.1 65.2|ppgen         18|ppgen        13839
17-10 05:35:40| 94   6   0   0   0|  48G   10G  403M 4586M|   0     0 | 84   0   0|75.2 68.1 65.2|ppgen         16|ppgen        13941
17-10 05:35:41| 96   4   0   0   0|  48G   10G  403M 4586M|   0  4088B| 59   0  18|75.2 68.1 65.2|ppgen         14|ppgen        14055
17-10 05:35:42| 94   6   0   0   0|  48G   10G  403M 4586M|   0  4090B| 83   0  18|74.8 68.1 65.2|ppgen         15|ppgen        14211
17-10 05:35:43| 97   4   0   0   0|  48G   10G  403M 4586M|   0     0 | 75   0   0|74.8 68.1 65.2|ppgen         14|ppgen        14327
17-10 05:35:44| 97   2   0   0   0|  48G   10G  403M 4586M|   0   112k| 68   0   0|74.8 68.1 65.2|ppgen         16|ppgen        14375
17-10 05:35:45| 96   4   0   0   0|  48G   10G  403M 4586M|   0    56k| 89   0  17|74.8 68.1 65.2|ppgen_sabv_l  13|ppgen        14427
17-10 05:35:46| 97   3   0   0   0|  48G   10G  403M 4586M|   0  4098B| 68   0  19|74.8 68.1 65.2|ppgen         17|ppgen        14469
17-10 05:35:47| 97   3   0   0   0|  48G   10G  403M 4586M|   0   168k| 68   0  18|75.4 68.4 65.3|ppgen         16|ppgen        14496
17-10 05:35:48| 98   2   0   0   0|  48G   10G  403M 4586M|   0  4096B| 68   0   0|75.4 68.4 65.3|ppgen         13|ppgen        14515
17-10 05:35:49| 97   3   0   0   0|  48G 9914M  403M 4586M|   0   124k| 83   0   0|75.4 68.4 65.3|ppgen         12|ppgen        14550
17-10 05:35:50| 98   2   0   0   0|  48G 9854M  403M 4586M|   0     0 | 81   0   0|75.4 68.4 65.3|ppgen         14|ppgen        14579
17-10 05:35:51| 97   3   0   0   0|  48G 9978M  403M 4586M|   0     0 | 68   0  19|75.4 68.4 65.3|ppgen         14|ppgen        14604
17-10 05:35:52| 97   3   0   0   0|  48G 9956M  403M 4586M|   0  4078B| 69   0  19|74.9 68.4 65.4|ppgen         13|ppgen        14632
17-10 05:35:53| 97   3   0   0   0|  48G 9934M  403M 4586M|   0  4121B| 83   0   0|74.9 68.4 65.4|ppgen         14|ppgen        14659
17-10 05:35:54| 96   3   0   0   0|  48G 9824M  403M 4586M|   0    83k| 67   0 2.0|74.9 68.4 65.4|ppgen         14|ppgen        14690
17-10 05:35:55| 99   2   0   0   0|  48G 9749M  403M 4586M|   0    97k| 83   0   0|74.9 68.4 65.4|ppgen         14|ppgen        14714
17-10 05:35:56| 98   1   0   0   0|  48G 9730M  403M 4586M|   0     0 | 85   0  16|74.9 68.4 65.4|ppgen         13|ppgen        14734
17-10 05:35:57| 98   2   0   0   0|  48G 9723M  403M 4586M|   0     0 | 85   0 3.0|75.5 68.6 65.4|ppgen         15|ppgen        14761
17-10 05:35:58| 98   2   0   0   0|  48G 9679M  403M 4586M|   0  4075B| 82   0  18|75.5 68.6 65.4|ppgen         13|ppgen        14797
17-10 05:35:59|100   1   0   0   0|  48G 9680M  403M 4586M|   0    68k| 83   0   0|75.5 68.6 65.4|ppgen         15|ppgen        14797
17-10 05:36:00| 99   1   0   0   0|  48G 9688M  403M 4586M|   0  8195B| 83   0   0|75.5 68.6 65.4|ppgen         14|ppgen        14797
17-10 05:36:01| 99   1   0   0   0|  48G 9693M  403M 4586M|   0     0 | 83   0   0|75.5 68.6 65.4|ppgen         15|ppgen        14804
17-10 05:36:02| 97   2   0   0   0|  48G 9681M  403M 4586M|   0     0 | 84   0  18|76.2 68.9 65.6|ppgen         14|ppgen        14825
17-10 05:36:03| 98   2   0   0   0|  48G 9663M  403M 4586M|   0   141k| 83   0  19|76.2 68.9 65.6|ppgen         12|ppgen        14850
17-10 05:36:04| 97   3   0   0   0|  49G 9599M  403M 4586M|   0    72k| 83   0   0|76.2 68.9 65.6|ppgen         15|ppgen        14878
17-10 05:36:05| 98   2   0   0   0|  49G 9568M  403M 4586M|   0    56k| 84   0  10|76.2 68.9 65.6|ppgen         12|ppgen        14907
17-10 05:36:06| 98   2   0   0   0|  49G 9539M  403M 4586M|   0  4081B| 83   0  10|76.2 68.9 65.6|ppgen         14|ppgen        14930
17-10 05:36:07| 99   2   0   0   0|  49G 9537M  403M 4586M|   0     0 | 83   0  29|76.7 69.1 65.6|ppgen         14|ppgen        14933
17-10 05:36:08| 98   2   0   0   0|  49G 9536M  403M 4586M|   0    52k| 86   0  19|76.7 69.1 65.6|ppgen         13|ppgen        14933
17-10 05:36:09| 99   1   0   0   0|  49G 9539M  403M 4586M|   0    80k| 83   0   0|76.7 69.1 65.6|ppgen         14|ppgen        14933
17-10 05:36:10| 99   1   0   0   0|  49G 9539M  403M 4586M|   0     0 | 83   0   0|76.7 69.1 65.6|ppgen         13|ppgen        14933
17-10 05:36:11| 99   1   0   0   0|  49G 9544M  403M 4586M|   0  4094B| 83   0   0|76.7 69.1 65.6|ppgen_sabv_l  14|ppgen        14933
17-10 05:36:12| 98   2   0   0   0|  49G 9542M  403M 4586M|   0     0 | 83   0  19|77.2 69.3 65.7|ppgen         15|ppgen        14933
17-10 05:36:13| 99   2   0   0   0|  49G 9542M  403M 4586M|   0     0 | 83   0  19|77.2 69.3 65.7|ppgen         13|ppgen        14933
17-10 05:36:14| 99   1   0   0   0|  49G 9552M  403M 4586M|   0   112k| 83   0   0|77.2 69.3 65.7|ppgen         13|ppgen        14933
17-10 05:36:15| 98   1   0   0   0|  49G 9551M  403M 4586M|   0    40k| 83   0   0|77.2 69.3 65.7|ppgen         12|ppgen        14933
17-10 05:36:16| 99   1   0   0   0|  49G 9549M  403M 4586M|   0     0 | 82   0  16|77.2 69.3 65.7|ppgen_sabv_l  13|ppgen        14933
17-10 05:36:17| 98   2   0   0   0|  48G 9654M  403M 4586M|   0  4074B| 83   0  20|77.6 69.6 65.8|ppgen         14|ppgen        14933
17-10 05:36:18| 99   2   0   0   0|  48G 9654M  403M 4586M|   0     0 | 83   0  21|77.6 69.6 65.8|ppgen         16|ppgen        14933
17-10 05:36:19| 98   1   0   0   0|  48G 9664M  403M 4586M|   0   120k| 83   0   0|77.6 69.6 65.8|ppgen         14|ppgen        14933
17-10 05:36:20| 99   1   0   0   0|  48G 9665M  403M 4586M|   0     0 | 83   0   0|77.6 69.6 65.8|ppgen         13|ppgen        14933
17-10 05:36:21| 99   1   0   0   0|  48G 9675M  403M 4586M|   0  4097B| 82   0   0|77.6 69.6 65.8|ppgen         14|ppgen        14933
17-10 05:36:22| 98   2   0   0   0|  48G 9678M  403M 4586M|   0     0 | 70   0  20|78.1 69.8 65.9|ppgen_sabv_l  14|ppgen        14933
17-10 05:36:23| 98   2   0   0   0|  48G 9673M  403M 4586M|   0  8173B| 83   0  19|78.1 69.8 65.9|ppgen         14|ppgen        14933
17-10 05:36:24| 99   1   0   0   0|  48G 9685M  403M 4586M|   0    80k| 82   0   0|78.1 69.8 65.9|ppgen_sabv_l  13|ppgen        14933
17-10 05:36:25| 99   1   0   0   0|  48G 9690M  403M 4586M|   0    80k| 83   0   0|78.1 69.8 65.9|ppgen_sabv_l  13|ppgen        14933
17-10 05:36:26| 99   1   0   0   0|  48G 9685M  403M 4586M|   0  4102B| 83   0   0|78.1 69.8 65.9|ppgen         14|ppgen        14933
17-10 05:36:27| 99   2   0   0   0|  48G 9681M  403M 4586M|   0     0 | 83   0  18|78.4 70.0 66.0|ppgen         12|ppgen        14933
17-10 05:36:28| 98   2   0   0   0|  48G 9682M  403M 4586M|   0     0 | 83   0  19|78.4 70.0 66.0|ppgen_sabv_l  13|ppgen        14933
17-10 05:36:29| 98   2   0   0   0|  48G 9681M  403M 4586M|   0    72k| 83   0   0|78.4 70.0 66.0|ppgen_sabv_l  12|ppgen        14933
17-10 05:36:30| 99   1   0   0   0|  48G 9680M  403M 4586M|   0     0 | 82   0   0|78.4 70.0 66.0|ppgen         14|ppgen        14933
17-10 05:36:31| 99   1   0   0   0|  48G 9678M  403M 4586M|   0     0 | 83   0   0|78.4 70.0 66.0|ppgen         13|ppgen        14933
17-10 05:36:32| 98   2   0   0   0|  48G 9676M  403M 4586M|   0  4094B| 83   0  19|78.7 70.2 66.1|ppgen         13|ppgen        14933
17-10 05:36:33| 98   1   0   0   0|  48G 9678M  403M 4586M|   0     0 | 86   0  20|78.7 70.2 66.1|ppgen_sabv_l  12|ppgen        14933
17-10 05:36:34| 99   2   0   0   0|  48G 9685M  403M 4586M|   0   109k| 82   0  26|78.7 70.2 66.1|ppgen_sabv_l  13|ppgen        14933
17-10 05:36:35| 98   2   0   0   0|  48G 9683M  403M 4586M|   0     0 | 83   0  42|78.7 70.2 66.1|ppgen         13|ppgen        14933
17-10 05:36:36| 99   1   0   0   0|  48G 9680M  403M 4586M|   0     0 | 83   0   0|78.7 70.2 66.1|ppgen         14|ppgen        14933
17-10 05:36:37| 97   3   0   0   0|  49G 9576M  403M 4586M|   0     0 | 70   0  17|79.0 70.4 66.2|ppgen         16|                  
17-10 05:36:38| 97   2   0   0   0|  49G 9562M  403M 4586M|   0  8058B| 68   0 3.0|79.0 70.4 66.2|ppgen         16|ppgen        14933
17-10 05:36:39| 98   3   0   0   0|  49G 9505M  403M 4586M|   0    65k| 68   0  19|79.0 70.4 66.2|ppgen         17|ppgen        14933
17-10 05:36:40| 99   1   0   0   0|  49G 9505M  403M 4586M|   0     0 | 68   0   0|79.0 70.4 66.2|ppgen         16|ppgen        14933
17-10 05:36:41| 99   1   0   0   0|  49G 9510M  403M 4586M|   0  4096B| 68   0   0|79.0 70.4 66.2|ppgen         15|ppgen        14933
17-10 05:36:42| 98   2   0   0   0|  49G 9494M  403M 4586M|   0     0 | 68   0   0|78.1 70.3 66.2|ppgen         17|ppgen        14933
17-10 05:36:43| 96   4   0   0   0|  49G 9487M  403M 4586M|   0     0 | 68   0  19|78.1 70.3 66.2|ppgen         14|ppgen        14933
17-10 05:36:44| 98   2   0   0   0|  49G 9484M  403M 4586M|   0    56k| 84   0  19|78.1 70.3 66.2|ppgen         14|ppgen        14933
17-10 05:36:45| 99   1   0   0   0|  49G 9494M  403M 4586M|   0    44k| 69   0   0|78.1 70.3 66.2|ppgen         15|ppgen        14933
17-10 05:36:46| 97   3   0   0   0|  49G 9507M  403M 4586M|   0    36k| 84   0  17|78.1 70.3 66.2|ppgen         15|ppgen        14933
17-10 05:36:47| 97   3   0   0   0|  49G 9492M  403M 4586M|   0  4094B| 84   0   0|78.5 70.6 66.3|ppgen         11|ppgen        14933
17-10 05:36:48| 97   3   0   0   0|  49G 9444M  403M 4586M|   0     0 | 70   0  18|78.5 70.6 66.3|ppgen         15|ppgen        14933
17-10 05:36:49| 96   3   0   0   0|  49G 9405M  403M 4586M|   0   119k| 84   0  19|78.5 70.6 66.3|ppgen         14|ppgen        14933
17-10 05:36:50| 98   2   0   0   0|  49G 9406M  403M 4586M|   0     0 | 69   0   0|78.5 70.6 66.3|ppgen         16|ppgen        14933
17-10 05:36:51| 99   2   0   0   0|  49G 9419M  403M 4586M|   0     0 | 69   0   0|78.5 70.6 66.3|ppgen         14|ppgen        14933
17-10 05:36:52| 98   2   0   0   0|  49G 9433M  403M 4586M|   0     0 | 69   0   0|77.7 70.5 66.3|ppgen         14|ppgen        14933
17-10 05:36:53| 97   4   0   0   0|  49G 9437M  403M 4586M|   0  4104B| 70   0  20|77.7 70.5 66.3|ppgen         14|ppgen        14933
17-10 05:36:54| 97   4   0   0   0|  49G 9431M  403M 4586M|   0   172k| 85   0  21|77.7 70.5 66.3|ppgen         14|ppgen        14933
17-10 05:36:55| 97   3   0   0   0|  49G 9450M  403M 4586M|   0  4100B| 70   0   0|77.7 70.5 66.3|ppgen         14|ppgen        14933
17-10 05:36:56| 97   3   0   0   0|  49G 9439M  403M 4586M|   0    16k| 69   0   0|77.7 70.5 66.3|ppgen         15|ppgen        14933
17-10 05:36:57| 96   4   0   0   0|  49G 9429M  403M 4586M|   0     0 | 69   0   0|76.9 70.5 66.3|ppgen         13|ppgen        14933
17-10 05:36:58| 97   3   0   0   0|  49G 9408M  403M 4586M|   0   144k| 69   0  20|76.9 70.5 66.3|ppgen         17|ppgen        14933
17-10 05:36:59| 97   2   0   0   0|  49G 9431M  403M 4586M|   0    68k| 69   0  19|76.9 70.5 66.3|ppgen         15|ppgen        14933
17-10 05:37:00| 98   2   0   0   0|  49G 9436M  403M 4586M|   0     0 | 86   0   0|76.9 70.5 66.3|ppgen         13|ppgen        14933
17-10 05:37:01| 99   1   0   0   0|  49G 9446M  403M 4586M|   0  4096B| 69   0   0|76.9 70.5 66.3|ppgen         14|ppgen        14933
17-10 05:37:02| 99   1   0   0   0|  49G 9451M  403M 4586M|   0     0 | 69   0   0|76.2 70.4 66.3|ppgen         16|ppgen        14933
17-10 05:37:03| 97   3   0   0   0|  49G 9456M  403M 4586M|   0     0 | 69   0  18|76.2 70.4 66.3|ppgen         15|ppgen        14933
17-10 05:37:04| 98   2   0   0   0|  49G 9461M  403M 4586M|   0    60k| 69   0  20|76.2 70.4 66.3|ppgen         15|ppgen        14934
17-10 05:37:05| 98   2   0   0   0|  49G 9464M  403M 4586M|   0    48k| 70   0 9.0|76.2 70.4 66.3|ppgen         13|ppgen        14934
17-10 05:37:06| 97   3   0   0   0|  49G 9432M  403M 4586M|   0     0 | 70   0  11|76.2 70.4 66.3|ppgen         13|ppgen        14934
17-10 05:37:07| 97   3   0   0   0|  49G 9429M  403M 4586M|   0  8233B| 70   0  10|75.6 70.4 66.3|ppgen         15|ppgen        14934
17-10 05:37:08| 97   3   0   0   0|  49G 9397M  403M 4586M|   0    48k| 84   0  19|75.6 70.4 66.3|ppgen         13|ppgen        14934
17-10 05:37:09| 98   2   0   0   0|  49G 9419M  403M 4586M|   0    88k| 70   0  20|75.6 70.4 66.3|ppgen         15|ppgen        14934
17-10 05:37:10| 99   2   0   0   0|  49G 9427M  403M 4586M|   0     0 | 70   0   0|75.6 70.4 66.3|ppgen         18|ppgen        14935
17-10 05:37:11| 98   2   0   0   0|  49G 9434M  403M 4586M|   0  4100B| 69   0   0|75.6 70.4 66.3|ppgen         15|ppgen        14935
17-10 05:37:12| 98   2   0   0   0|  49G 9443M  403M 4586M|   0  4096B| 69   0 1.0|75.0 70.4 66.3|ppgen         14|ppgen        14935
17-10 05:37:13| 97   3   0   0   0|  49G 9386M  403M 4586M|   0   143k| 85   0  20|75.0 70.4 66.3|ppgen         14|ppgen        14935
17-10 05:37:14| 98   2   0   0   0|  49G 9399M  403M 4586M|   0    52k| 79   0  15|75.0 70.4 66.3|ppgen         13|ppgen        14935
17-10 05:37:15| 98   2   0   0   0|  49G 9406M  403M 4586M|   0    44k| 69   0 4.0|75.0 70.4 66.3|ppgen         13|ppgen        14936
17-10 05:37:16| 98   2   0   0   0|  49G 9392M  403M 4586M|   0    44k| 85   0  18|75.0 70.4 66.3|ppgen         13|ppgen        14936
17-10 05:37:17| 98   2   0   0   0|  49G 9401M  403M 4586M|   0     0 | 84   0   0|74.7 70.4 66.4|ppgen         13|ppgen        14936
17-10 05:37:18| 97   3   0   0   0|  49G 9403M  403M 4586M|   0  4078B| 85   0 3.0|74.7 70.4 66.4|ppgen         14|ppgen        14936
17-10 05:37:19| 97   3   0   0   0|  49G 9402M  403M 4586M|   0   120k| 84   0  17|74.7 70.4 66.4|ppgen         15|ppgen        14936
17-10 05:37:20| 98   2   0   0   0|  49G 9405M  403M 4586M|   0     0 | 84   0  19|74.7 70.4 66.4|ppgen         14|ppgen        14936
17-10 05:37:21| 97   3   0   0   0|  49G 9407M  403M 4586M|   0     0 | 83   0   0|74.7 70.4 66.4|ppgen         15|ppgen        14936
17-10 05:37:22| 98   2   0   0   0|  49G 9409M  403M 4586M|   0     0 | 84   0   0|75.3 70.6 66.4|ppgen         13|ppgen        14936
17-10 05:37:23| 96   4   0   0   0|  49G 9414M  403M 4586M|   0  8189B| 85   0   0|75.3 70.6 66.4|ppgen_sabv_l  12|ppgen        14936
17-10 05:37:24| 96   4   0   0   0|  49G 9409M  403M 4586M|   0    84k| 83   0  17|75.3 70.6 66.4|ppgen         15|ppgen        14936
