----system---- ----total-usage---- ------memory-usage----- -dsk/total- ---procs--- ---load-avg--- -most-expensive- --most-expensive--
     time     |usr sys idl wai stl| used  free  buf   cach| read  writ|run blk new| 1m   5m  15m |  cpu process   |  memory process  
17-10 06:43:08| 99   1   0   0   0|  57G 2469M  293M 3319M|   0  4094B| 49   0   0|45.7 46.7 47.2|gnark-cli     34|gnark-cli    20876
17-10 06:43:09| 98   2   0   0   0|  57G 2473M  293M 3319M|   0    92k| 49   0  20|45.7 46.7 47.2|gnark-cli     35|gnark-cli    20876
17-10 06:43:10| 99   1   0   0   0|  57G 2474M  293M 3319M|   0     0 | 50   0  10|45.7 46.7 47.2|gnark-cli     35|gnark-cli    20876
17-10 06:43:11| 99   1   0   0   0|  57G 2473M  293M 3319M|   0     0 | 49   0   0|45.7 46.7 47.2|gnark-cli     34|gnark-cli    20876
17-10 06:43:12|100   1   0   0   0|  57G 2469M  293M 3319M|   0  4116B| 49   0   0|46.0 46.8 47.3|gnark-cli     34|gnark-cli    20876
17-10 06:43:13| 99   1   0   0   0|  57G 2467M  293M 3319M|   0     0 | 49   0   0|46.0 46.8 47.3|gnark-cli     34|gnark-cli    20876
17-10 06:43:14| 99   1   0   0   0|  57G 2463M  293M 3319M|   0    24k| 49   0   0|46.0 46.8 47.3|gnark-cli     34|gnark-cli    20876
17-10 06:43:15| 99   1   0   0   0|  57G 2461M  293M 3319M|   0    20k| 50   0   0|46.0 46.8 47.3|gnark-cli     35|gnark-cli    20876
17-10 06:43:16| 99   1   0   0   0|  57G 2463M  293M 3319M|   0     0 | 50   0   0|46.0 46.8 47.3|gnark-cli     37|gnark-cli    20876
17-10 06:43:17| 99   1   0   0   0|  57G 2472M  293M 3319M|   0     0 | 50   0   0|46.3 46.8 47.3|gnark-cli     35|gnark-cli    20876
17-10 06:43:18| 99   1   0   0   0|  57G 2472M  293M 3319M|   0  8250B| 50   0   0|46.3 46.8 47.3|gnark-cli     33|gnark-cli    20876
17-10 06:43:19| 99   1   0   0   0|  57G 2472M  293M 3319M|   0    96k| 49   0 2.0|46.3 46.8 47.3|gnark-cli     34|gnark-cli    20876
17-10 06:43:20| 99   1   0   0   0|  57G 2472M  293M 3319M|   0     0 | 49   0   0|46.3 46.8 47.3|gnark-cli     35|gnark-cli    20876
17-10 06:43:21| 99   1   0   0   0|  57G 2499M  293M 3319M|   0     0 | 49   0   0|46.3 46.8 47.3|gnark-cli     33|gnark-cli    20876
17-10 06:43:22| 99   1   0   0   0|  57G 2493M  293M 3319M|   0     0 | 49   0   0|46.5 46.8 47.3|gnark-cli     35|gnark-cli    20876
17-10 06:43:23| 99   1   0   0   0|  57G 2483M  293M 3319M|   0  4101B| 49   0   0|46.5 46.8 47.3|gnark-cli     35|gnark-cli    20876
17-10 06:43:24| 99   1   0   0   0|  57G 2478M  293M 3319M|   0   112k| 49   0   0|46.5 46.8 47.3|gnark-cli     37|gnark-cli    20876
17-10 06:43:25| 98   1   0   0   0|  57G 2479M  293M 3319M|   0  8151B| 49   0   0|46.5 46.8 47.3|gnark-cli     33|gnark-cli    20876
17-10 06:43:26| 99   1   0   0   0|  57G 2477M  293M 3319M|   0     0 | 50   0   0|46.5 46.8 47.3|gnark-cli     33|gnark-cli    20876
17-10 06:43:27| 99   1   0   0   0|  57G 2477M  293M 3319M|   0     0 | 50   0   0|46.7 46.9 47.3|gnark-cli     35|gnark-cli    20876
17-10 06:43:28| 99   1   0   0   0|  57G 2474M  293M 3319M|   0     0 | 49   0   0|46.7 46.9 47.3|gnark-cli     35|gnark-cli    20876
17-10 06:43:29| 99   1   0   0   0|  57G 2470M  293M 3319M|   0    32k| 50   0   0|46.7 46.9 47.3|gnark-cli     35|gnark-cli    20876
17-10 06:43:30| 99   1   0   0   0|  57G 2470M  293M 3319M|   0  4108B| 49   0   0|46.7 46.9 47.3|gnark-cli     33|gnark-cli    20876
17-10 06:43:31| 98   1   0   0   0|  57G 2478M  293M 3319M|   0  4070B| 49   0   0|46.7 46.9 47.3|gnark-cli     35|gnark-cli    20876
17-10 06:43:32| 99   1   0   0   0|  57G 2478M  293M 3319M|   0     0 | 50   0   0|46.9 46.9 47.3|gnark-cli     34|gnark-cli    20876
17-10 06:43:33| 99   1   0   0   0|  57G 2480M  293M 3319M|   0     0 | 50   0 2.0|46.9 46.9 47.3|gnark-cli     34|gnark-cli    20876
17-10 06:43:34| 98   2   0   0   0|  57G 2502M  293M 3319M|   0    20k| 50   0  26|46.9 46.9 47.3|gnark-cli     33|gnark-cli    20876
17-10 06:43:35| 98   2   0   0   0|  57G 2499M  293M 3319M|   0    16k| 50   0  43|46.9 46.9 47.3|gnark-cli     34|gnark-cli    20876
17-10 06:43:36| 99   1   0   0   0|  57G 2497M  293M 3319M|   0  8227B| 50   0   0|46.9 46.9 47.3|gnark-cli     34|gnark-cli    20876
17-10 06:43:37| 99   1   0   0   0|  57G 2495M  293M 3319M|   0     0 | 49   0   0|47.0 46.9 47.3|gnark-cli     37|gnark-cli    20876
17-10 06:43:38| 99   1   0   0   0|  57G 2491M  293M 3319M|   0     0 | 49   0   0|47.0 46.9 47.3|gnark-cli     34|gnark-cli    20876
17-10 06:43:39| 98   2   0   0   0|  57G 2488M  293M 3319M|   0    20k| 49   0   0|47.0 46.9 47.3|gnark-cli     34|gnark-cli    20876
17-10 06:43:40| 99   1   0   0   0|  57G 2486M  293M 3319M|   0     0 | 50   0   0|47.0 46.9 47.3|gnark-cli     35|gnark-cli    20876
17-10 06:43:41| 99   1   0   0   0|  57G 2483M  293M 3319M|   0     0 | 49   0   0|47.0 46.9 47.3|gnark-cli     34|gnark-cli    20876
17-10 06:43:42|100   1   0   0   0|  57G 2489M  293M 3319M|   0  8207B| 50   0   0|47.4 47.0 47.3|gnark-cli     36|gnark-cli    20876
17-10 06:43:43| 98   1   0   0   0|  57G 2490M  293M 3319M|   0     0 | 49   0   0|47.4 47.0 47.3|gnark-cli     35|gnark-cli    20876
17-10 06:43:44| 99   1   0   0   0|  57G 2491M  293M 3319M|   0    20k| 50   0   0|47.4 47.0 47.3|gnark-cli     35|gnark-cli    20876
17-10 06:43:45| 99   1   0   0   0|  57G 2491M  293M 3319M|   0  4130B| 49   0   0|47.4 47.0 47.3|gnark-cli     34|gnark-cli    20876
17-10 06:43:46|100   1   0   0   0|  57G 2491M  293M 3319M|   0     0 | 49   0   0|47.4 47.0 47.3|gnark-cli     34|gnark-cli    20876
17-10 06:43:47| 99   1   0   0   0|  57G 2492M  293M 3319M|   0  8148B| 49   0   0|47.6 47.0 47.3|gnark-cli     35|gnark-cli    20876
17-10 06:43:48| 99   1   0   0   0|  57G 2493M  293M 3319M|   0  4100B| 49   0   0|47.6 47.0 47.3|gnark-cli     34|gnark-cli    20876
17-10 06:43:49| 98   1   0   0   0|  57G 2492M  293M 3319M|4080B   92k| 49   0   0|47.6 47.0 47.3|gnark-cli     34|gnark-cli    20876
17-10 06:43:50| 99   1   0   0   0|  57G 2491M  293M 3319M|   0     0 | 49   0   0|47.6 47.0 47.3|gnark-cli     34|gnark-cli    20876
17-10 06:43:51| 99   1   0   0   0|  57G 2491M  293M 3319M|   0     0 | 50   0   0|47.6 47.0 47.3|gnark-cli     34|gnark-cli    20876
17-10 06:43:52| 99   1   0   0   0|  57G 2492M  293M 3319M|   0     0 | 52   0   0|47.7 47.1 47.3|gnark-cli     34|gnark-cli    20876
17-10 06:43:53| 99   1   0   0   0|  57G 2493M  293M 3319M|   0     0 | 49   0   0|47.7 47.1 47.3|gnark-cli     34|gnark-cli    20876
17-10 06:43:54| 98   1   0   0   0|  57G 2492M  293M 3319M|   0    80k| 49   0   0|47.7 47.1 47.3|gnark-cli     34|gnark-cli    20876
17-10 06:43:55|100   1   0   0   0|  57G 2494M  293M 3319M|   0    57k| 49   0 2.0|47.7 47.1 47.3|gnark-cli     35|gnark-cli    20876
17-10 06:43:56| 99   1   0   0   0|  57G 2518M  293M 3319M|   0     0 | 50   0   0|47.7 47.1 47.3|gnark-cli     36|gnark-cli    20876
17-10 06:43:57| 99   1   0   0   0|  57G 2519M  293M 3319M|   0     0 | 49   0   0|47.9 47.1 47.4|gnark-cli     35|gnark-cli    20876
17-10 06:43:58| 99   1   0   0   0|  57G 2517M  293M 3319M|   0     0 | 50   0   0|47.9 47.1 47.4|gnark-cli     34|gnark-cli    20876
17-10 06:43:59| 99   1   0   0   0|  57G 2516M  293M 3319M|   0    24k| 49   0   0|47.9 47.1 47.4|gnark-cli     34|gnark-cli    20876
17-10 06:44:00|100   1   0   0   0|  57G 2513M  293M 3319M|   0  8197B| 50   0   0|47.9 47.1 47.4|gnark-cli     35|gnark-cli    20876
17-10 06:44:01| 99   1   0   0   0|  57G 2512M  293M 3319M|   0     0 | 49   0   0|47.9 47.1 47.4|gnark-cli     34|gnark-cli    20876
17-10 06:44:02| 99   1   0   0   0|  57G 2511M  293M 3319M|   0     0 | 49   0   0|48.0 47.2 47.4|gnark-cli     35|gnark-cli    20876
17-10 06:44:03| 99   2   0   0   0|  57G 2514M  293M 3319M|   0     0 | 50   0   0|48.0 47.2 47.4|gnark-cli     34|gnark-cli    20876
17-10 06:44:04| 99   1   0   0   0|  57G 2514M  293M 3319M|   0     0 | 50   0   0|48.0 47.2 47.4|gnark-cli     35|gnark-cli    20876
17-10 06:44:05| 99   1   0   0   0|  57G 2514M  293M 3319M|   0    48k| 49   0   0|48.0 47.2 47.4|gnark-cli     36|gnark-cli    20876
17-10 06:44:06| 98   1   0   0   0|  57G 2513M  293M 3319M|   0     0 | 49   0   0|48.0 47.2 47.4|gnark-cli     36|gnark-cli    20876
17-10 06:44:07| 98   2   0   0   0|  57G 2512M  293M 3319M|   0     0 | 49   0   0|48.0 47.2 47.4|gnark-cli     36|gnark-cli    20876
17-10 06:44:08| 98   1   0   0   0|  57G 2510M  293M 3319M|   0    52k| 50   0   0|48.0 47.2 47.4|gnark-cli     34|gnark-cli    20876
17-10 06:44:09| 96   3   0   0   0|  57G 2506M  293M 3319M|   0     0 | 52   0  17|48.0 47.2 47.4|gnark-cli     33|gnark-cli    20876
17-10 06:44:10| 98   2   0   0   0|  57G 2504M  293M 3319M|   0    36k| 49   0 3.0|48.0 47.2 47.4|gnark-cli     33|gnark-cli    20876
17-10 06:44:11| 98   3   0   0   0|  57G 2501M  293M 3319M|   0  4110B| 50   0  10|48.0 47.2 47.4|gnark-cli     36|gnark-cli    20876
17-10 06:44:12| 98   2   0   0   0|  57G 2496M  293M 3319M|   0  4108B| 49   0   0|48.1 47.2 47.4|gnark-cli     39|gnark-cli    20876
17-10 06:44:13| 98   2   0   0   0|  57G 2501M  293M 3319M|   0     0 | 49   0   0|48.1 47.2 47.4|gnark-cli     40|gnark-cli    20876
17-10 06:44:14| 98   2   0   0   0|  57G 2502M  293M 3319M|   0     0 | 49   0   0|48.1 47.2 47.4|gnark-cli     34|gnark-cli    20876
17-10 06:44:15| 98   2   0   0   0|  57G 2503M  293M 3319M|   0     0 | 49   0   0|48.1 47.2 47.4|gnark-cli     33|gnark-cli    20876
17-10 06:44:16| 99   2   0   0   0|  57G 2503M  293M 3319M|   0    56k| 49   0   0|48.1 47.2 47.4|gnark-cli     34|gnark-cli    20876
17-10 06:44:17| 98   2   0   0   0|  57G 2502M  293M 3319M|   0  4093B| 50   0   0|48.1 47.2 47.4|gnark-cli     33|gnark-cli    20876
17-10 06:44:18| 98   2   0   0   0|  57G 2500M  293M 3319M|   0  8174B| 51   0   0|48.1 47.2 47.4|gnark-cli     35|gnark-cli    20876
17-10 06:44:19| 98   2   0   0   0|  57G 2506M  293M 3319M|   0    92k| 48   0 2.0|48.1 47.2 47.4|gnark-cli     36|gnark-cli    20876
17-10 06:44:20| 98   2   0   0   0|  57G 2507M  293M 3319M|   0     0 | 48   0   0|48.1 47.2 47.4|gnark-cli     35|gnark-cli    20876
17-10 06:44:21| 97   2   0   0   0|  57G 2506M  293M 3319M|   0     0 | 46   0   0|48.1 47.2 47.4|gnark-cli     35|gnark-cli    20876
17-10 06:44:22| 97   4   0   0   0|  57G 2506M  293M 3319M|   0  8210B| 46   0   0|48.1 47.2 47.4|gnark-cli     35|gnark-cli    20876
17-10 06:44:23| 98   3   0   0   0|  57G 2507M  293M 3319M|   0     0 | 46   0   0|48.1 47.2 47.4|gnark-cli     37|gnark-cli    20876
17-10 06:44:24| 96   3   1   0   0|  56G 2976M  293M 3319M|   0    80k| 37   0   0|48.1 47.2 47.4|gnark-cli     38|gnark-cli    20876
17-10 06:44:25| 95   4   0   0   0|  56G 3318M  293M 3319M|   0     0 | 34   0   0|48.1 47.2 47.4|gnark-cli     53|gnark-cli    20876
17-10 06:44:26| 94   5   0   0   0|  56G 3449M  293M 3344M|  25M    0 | 35   0   0|48.1 47.2 47.4|gnark-cli     55|gnark-cli    20876
17-10 06:44:27| 93   6   0   1   0|  56G 3332M  293M 3372M|  28M    0 | 34 1.0 1.0|46.9 47.0 47.3|gnark-cli     56|gnark-cli    20876
17-10 06:44:28| 96   5   0   0   0|  56G 3265M  293M 3379M|7022k 4121B| 35   0   0|46.9 47.0 47.3|gnark-cli     55|gnark-cli    20876
17-10 06:44:29| 93   6   0   1   0|  56G 3184M  293M 3383M|3943k   72k| 33 1.0   0|46.9 47.0 47.3|gnark-cli     53|gnark-cli    20876
17-10 06:44:30| 94   5   0   1   0|  56G 3121M  293M 3390M|7235k    0 | 31 1.0   0|46.9 47.0 47.3|gnark-cli     48|gnark-cli    20876
17-10 06:44:31| 93   5   2   1   0|  56G 3081M  293M 3393M|3216k    0 | 22 1.0   0|46.9 47.0 47.3|gnark-cli     50|gnark-cli    20876
17-10 06:44:32| 91   6   1   1   0|  56G 3021M  293M 3396M|3913k    0 | 35   0   0|45.8 46.8 47.2|gnark-cli     64|gnark-cli    20876
17-10 06:44:33| 91   9   0   1   0|  56G 2930M  293M 3401M|4768k    0 | 36 1.0 1.0|45.8 46.8 47.2|gnark-cli     49|gnark-cli    20876
17-10 06:44:34| 91   9   0   1   0|  56G 2827M  293M 3407M|5773k   24k| 34   0  27|45.8 46.8 47.2|gnark-cli     52|gnark-cli    20876
17-10 06:44:35| 91   8   0   0   0|  56G 2741M  293M 3417M|  10M 8149B| 33 1.0  42|45.8 46.8 47.2|gnark-cli     56|gnark-cli    20876
17-10 06:44:36| 95   5   0   1   0|  56G 2675M  293M 3425M|8063k 4108B| 34   0 1.0|45.8 46.8 47.2|gnark-cli     53|gnark-cli    20876
17-10 06:44:37| 93   6   0   1   0|  57G 2560M  293M 3435M|9826k    0 | 34   0   0|44.8 46.6 47.2|gnark-cli     52|gnark-cli    20876
17-10 06:44:38| 94   5   0   1   0|  57G 2464M  293M 3448M|  13M    0 | 33 1.0   0|44.8 46.6 47.2|gnark-cli     50|gnark-cli    20876
17-10 06:44:39| 94   5   0   0   0|  57G 2336M  293M 3464M|  15M    0 | 35   0   0|44.8 46.6 47.2|gnark-cli     50|gnark-cli    20876
17-10 06:44:40| 97   3   0   0   0|  57G 2272M  293M 3482M|  19M   24k| 49   0   0|44.8 46.6 47.2|gnark-cli     38|gnark-cli    20876
17-10 06:44:41| 98   2   0   0   0|  57G 2262M  293M 3482M|   0     0 | 50   0   0|44.8 46.6 47.2|gnark-cli     33|gnark-cli    20876
17-10 06:44:42| 97   2   0   0   0|  57G 2261M  293M 3482M|   0  4083B| 49   0   0|45.2 46.6 47.2|gnark-cli     34|gnark-cli    20876
17-10 06:44:43| 98   1   0   0   0|  57G 2270M  293M 3482M|   0     0 | 49   0 1.0|45.2 46.6 47.2|gnark-cli     33|gnark-cli    20876
17-10 06:44:44| 99   2   0   0   0|  57G 2271M  293M 3482M|   0     0 | 50   0   0|45.2 46.6 47.2|gnark-cli     36|gnark-cli    20876
17-10 06:44:45| 98   1   0   0   0|  57G 2270M  293M 3482M|   0    32k| 50   0   0|45.2 46.6 47.2|gnark-cli     35|gnark-cli    20876
17-10 06:44:46| 99   1   0   0   0|  57G 2279M  293M 3482M|   0     0 | 49   0   0|45.2 46.6 47.2|gnark-cli     37|gnark-cli    20876
17-10 06:44:47| 99   1   0   0   0|  57G 2290M  293M 3482M|   0  8183B| 49   0   0|45.4 46.6 47.2|gnark-cli     39|gnark-cli    20876
17-10 06:44:48| 99   1   0   0   0|  57G 2293M  293M 3482M|   0     0 | 50   0   0|45.4 46.6 47.2|gnark-cli     38|gnark-cli    20876
17-10 06:44:49| 99   1   0   0   0|  57G 2298M  293M 3482M|   0   177k| 51   0   0|45.4 46.6 47.2|gnark-cli     34|gnark-cli    20876
17-10 06:44:50| 99   2   0   0   0|  57G 2301M  293M 3482M|   0  4094B| 50   0   0|45.4 46.6 47.2|gnark-cli     34|gnark-cli    20876
17-10 06:44:51| 98   1   0   0   0|  57G 2306M  293M 3482M|   0  4081B| 49   0   0|45.4 46.6 47.2|gnark-cli     35|gnark-cli    20876
17-10 06:44:52| 99   1   0   0   0|  57G 2307M  293M 3482M|   0     0 | 49   0   0|45.6 46.7 47.2|gnark-cli     35|gnark-cli    20876
17-10 06:44:53| 99   1   0   0   0|  57G 2308M  293M 3482M|   0     0 | 49   0   0|45.6 46.7 47.2|gnark-cli     35|gnark-cli    20876
17-10 06:44:54| 99   1   0   0   0|  57G 2310M  293M 3482M|   0    72k| 51   0   0|45.6 46.7 47.2|gnark-cli     34|gnark-cli    20876
17-10 06:44:55| 99   1   0   0   0|  57G 2327M  293M 3482M|   0   184k| 50   0 2.0|45.6 46.7 47.2|gnark-cli     35|gnark-cli    20876
17-10 06:44:56| 98   2   0   0   0|  57G 2333M  293M 3482M|   0     0 | 49   0   0|45.6 46.7 47.2|gnark-cli     36|gnark-cli    20876
17-10 06:44:57| 97   4   0   0   0|  57G 2332M  293M 3482M|   0  8229B| 50   0   0|45.9 46.7 47.2|gnark-cli     35|gnark-cli    20876
17-10 06:44:58| 97   2   0   0   0|  57G 2337M  293M 3482M|   0     0 | 49   0   0|45.9 46.7 47.2|gnark-cli     36|gnark-cli    20876
17-10 06:44:59| 98   1   0   0   0|  57G 2351M  293M 3482M|   0    40k| 49   0   0|45.9 46.7 47.2|gnark-cli     36|gnark-cli    20876
17-10 06:45:00| 98   2   0   0   0|  57G 2346M  293M 3482M|   0  8136B| 49   0   0|45.9 46.7 47.2|gnark-cli     34|gnark-cli    20876
17-10 06:45:01| 99   2   0   0   0|  57G 2336M  293M 3482M|  28k    0 | 49   0 3.0|45.9 46.7 47.2|gnark-cli     34|gnark-cli    20876
17-10 06:45:02| 99   1   0   0   0|  57G 2331M  293M 3482M|   0  4105B| 50   0   0|46.0 46.7 47.2|gnark-cli     34|gnark-cli    20876
17-10 06:45:03| 98   2   0   0   0|  57G 2320M  293M 3482M|   0     0 | 50   0   0|46.0 46.7 47.2|gnark-cli     35|gnark-cli    20876
17-10 06:45:04| 98   1   0   0   0|  57G 2316M  293M 3482M|   0    64k| 50   0   0|46.0 46.7 47.2|gnark-cli     34|gnark-cli    20876
17-10 06:45:05| 99   1   0   0   0|  57G 2316M  293M 3482M|   0   256k| 49   0 1.0|46.0 46.7 47.2|gnark-cli     33|gnark-cli    20876
17-10 06:45:06| 98   1   0   0   0|  57G 2316M  293M 3482M|   0  4098B| 50   0   0|46.0 46.7 47.2|gnark-cli     38|gnark-cli    20876
17-10 06:45:07| 99   1   0   0   0|  57G 2317M  293M 3482M|   0  8195B| 49   0   0|46.3 46.8 47.2|gnark-cli     39|gnark-cli    20876
17-10 06:45:08| 99   2   0   0   0|  57G 2347M  293M 3482M|   0    68k| 50   0   0|46.3 46.8 47.2|gnark-cli     36|gnark-cli    20876
17-10 06:45:09| 98   3   0   0   0|  57G 2344M  293M 3482M|   0     0 | 51   0 8.0|46.3 46.8 47.2|gnark-cli       |                  
17-10 06:45:10| 97   2   0   0   0|  57G 2343M  293M 3482M|   0    36k| 50   0  12|46.3 46.8 47.2|gnark-cli     37|gnark-cli    20876
17-10 06:45:11| 97   3   0   0   0|  57G 2351M  293M 3482M|   0  4120B| 50   0  10|46.3 46.8 47.2|gnark-cli     33|gnark-cli    20876
17-10 06:45:12| 97   3   0   0   0|  57G 2344M  293M 3482M|   0     0 | 50   0   0|46.5 46.8 47.2|gnark-cli     34|gnark-cli    20876
17-10 06:45:13| 96   4   0   0   0|  57G 2333M  293M 3482M|   0     0 | 49   0   0|46.5 46.8 47.2|gnark-cli     35|gnark-cli    20876
17-10 06:45:14| 97   3   0   0   0|  57G 2339M  293M 3482M|   0  4103B| 49   0   0|46.5 46.8 47.2|gnark-cli     34|gnark-cli    20876
17-10 06:45:15| 98   2   0   0   0|  57G 2341M  293M 3482M|   0    32k| 49 1.0   0|46.5 46.8 47.2|gnark-cli     35|gnark-cli    20876
17-10 06:45:16| 99   2   0   0   0|  57G 2337M  293M 3482M|   0  4104B| 50   0   0|46.5 46.8 47.2|gnark-cli     35|gnark-cli    20876
17-10 06:45:17| 98   1   0   0   0|  57G 2335M  293M 3482M|   0     0 | 49   0   0|46.6 46.8 47.2|gnark-cli     35|gnark-cli    20876
17-10 06:45:18| 99   1   0   0   0|  57G 2336M  293M 3482M|   0  8155B| 49   0   0|46.6 46.8 47.2|gnark-cli     35|gnark-cli    20876
17-10 06:45:19| 99   1   0   0   0|  57G 2326M  293M 3482M|   0    92k| 49   0 2.0|46.6 46.8 47.2|gnark-cli     34|gnark-cli    20876
17-10 06:45:20| 99   1   0   0   0|  57G 2328M  293M 3482M|   0  4089B| 49   0   0|46.6 46.8 47.2|gnark-cli     34|gnark-cli    20876
17-10 06:45:21| 98   1   0   0   0|  57G 2325M  293M 3482M|   0    12k| 49   0   0|46.6 46.8 47.2|gnark-cli     35|gnark-cli    20876
17-10 06:45:22|100   1   0   0   0|  57G 2323M  293M 3482M|   0     0 | 50   0   0|46.7 46.8 47.2|gnark-cli     34|gnark-cli    20876
17-10 06:45:23| 99   1   0   0   0|  57G 2322M  293M 3482M|   0     0 | 49   0   0|46.7 46.8 47.2|gnark-cli     35|gnark-cli    20876
17-10 06:45:24| 98   1   0   0   0|  57G 2328M  293M 3482M|   0    68k| 49   0   0|46.7 46.8 47.2|gnark-cli     33|gnark-cli    20876
17-10 06:45:25| 99   1   0   0   0|  57G 2334M  293M 3482M|   0    12k| 52   0 1.0|46.7 46.8 47.2|gnark-cli     34|gnark-cli    20876
17-10 06:45:26| 99   2   0   0   0|  57G 2359M  293M 3482M|   0     0 | 49   0   0|46.7 46.8 47.2|gnark-cli     33|gnark-cli    20876
17-10 06:45:27| 98   2   0   0   0|  57G 2356M  293M 3482M|   0     0 | 49   0   0|46.8 46.8 47.2|gnark-cli     34|gnark-cli    20876
17-10 06:45:28| 99   1   0   0   0|  57G 2371M  293M 3482M|   0     0 | 50   0   0|46.8 46.8 47.2|gnark-cli     34|gnark-cli    20876
17-10 06:45:29| 98   1   0   0   0|  57G 2360M  293M 3482M|   0    76k| 51   0   0|46.8 46.8 47.2|gnark-cli     34|gnark-cli    20876
17-10 06:45:30| 99   2   0   0   0|  57G 2362M  293M 3482M|   0  4108B| 49   0   0|46.8 46.8 47.2|gnark-cli     34|gnark-cli    20876
17-10 06:45:31| 99   1   0   0   0|  57G 2359M  293M 3482M|   0  4095B| 49   0   0|46.8 46.8 47.2|gnark-cli     37|gnark-cli    20876
17-10 06:45:32| 98   1   0   0   0|  57G 2357M  293M 3482M|   0     0 | 49   0   0|46.9 46.9 47.2|gnark-cli     36|gnark-cli    20876
17-10 06:45:33| 97   3   0   0   0|  56G 2722M  293M 3482M|   0     0 | 36   0   0|46.9 46.9 47.2|gnark-cli     35|gnark-cli    20876
17-10 06:45:34| 87  12   0   0   0|  56G 3258M  293M 3482M|   0    48k| 39   0  28|46.9 46.9 47.2|gnark-cli     38|gnark-cli    20876
17-10 06:45:35| 89  11   0   0   0|  56G 3100M  293M 3482M|   0     0 | 38   0  43|46.9 46.9 47.2|gnark-cli     36|gnark-cli    20876
17-10 06:45:36| 93   7   0   0   0|  56G 2987M  293M 3482M|   0  4088B| 40   0   0|46.9 46.9 47.2|gnark-cli     37|gnark-cli    20876
17-10 06:45:37| 95   4   0   0   0|  56G 2988M  293M 3482M|   0  4076B| 34   0   0|45.9 46.7 47.2|gnark-cli     39|gnark-cli    20876
17-10 06:45:38| 98   2   0   0   0|  56G 2983M  293M 3482M|   0     0 | 34   0   0|45.9 46.7 47.2|gnark-cli     54|gnark-cli    20876
17-10 06:45:39| 95   5   0   0   0|  56G 2991M  293M 3482M|   0     0 | 34   0   0|45.9 46.7 47.2|gnark-cli     53|gnark-cli    20876
17-10 06:45:40| 94   5   0   0   0|  56G 2985M  293M 3482M|   0    20k| 34   0   0|45.9 46.7 47.2|gnark-cli     57|gnark-cli    20876
17-10 06:45:41| 97   3   0   0   0|  56G 2981M  293M 3482M|   0     0 | 35   0   0|45.9 46.7 47.2|gnark-cli     62|gnark-cli    20876
17-10 06:45:42| 92   8   0   0   0|  57G 2479M  293M 3482M|   0  4091B| 49   0   0|46.1 46.7 47.2|gnark-cli     47|gnark-cli    20876
17-10 06:45:43| 97   3   0   0   0|  56G 2973M  293M 3482M|   0  4087B| 49   0   0|46.1 46.7 47.2|gnark-cli     35|gnark-cli    20353
17-10 06:45:44| 98   3   0   0   0|  56G 3296M  293M 3482M|   0     0 | 50   0   0|46.1 46.7 47.2|gnark-cli     34|gnark-cli    20021
17-10 06:45:45| 95   4   0   0   0|  55G 3622M  293M 3482M|   0    20k| 48   0   0|46.1 46.7 47.2|gnark-cli     35|gnark-cli    19623
17-10 06:45:46| 96   3   0   0   0|  55G 3932M  293M 3482M|   0     0 | 47   0   0|46.1 46.7 47.2|gnark-cli     34|gnark-cli    19482
17-10 06:45:47| 98   3   0   0   0|  55G 4072M  293M 3482M|   0     0 | 48   0   0|46.3 46.7 47.2|gnark-cli     33|gnark-cli    19482
17-10 06:45:48| 97   4   0   0   0|  55G 4069M  293M 3482M|   0    12k| 50   0   0|46.3 46.7 47.2|gnark-cli     34|gnark-cli    19482
17-10 06:45:49| 96   4   0   0   0|  55G 4095M  293M 3482M|   0    92k| 49   0   0|46.3 46.7 47.2|gnark-cli     33|gnark-cli    19482
17-10 06:45:50| 96   4   0   0   0|  55G 4092M  293M 3482M|   0     0 | 49   0   0|46.3 46.7 47.2|gnark-cli     33|gnark-cli    19482
17-10 06:45:51| 95   4   0   0   0|  55G 4085M  293M 3482M|   0    12k| 50   0   0|46.3 46.7 47.2|gnark-cli     33|gnark-cli    19482
17-10 06:45:52| 97   3   0   0   0|  55G 4064M  293M 3482M|   0     0 | 48   0   0|46.3 46.7 47.2|gnark-cli     35|gnark-cli    19482
17-10 06:45:53| 97   3   0   0   0|  55G 3963M  293M 3482M|   0  4093B| 49   0   0|46.3 46.7 47.2|gnark-cli     39|gnark-cli    19482
17-10 06:45:54| 98   2   0   0   0|  55G 3906M  293M 3482M|   0    76k| 50   0   0|46.3 46.7 47.2|gnark-cli     38|gnark-cli    19482
17-10 06:45:55| 98   2   0   0   0|  55G 3872M  293M 3482M|   0     0 | 52   0 2.0|46.3 46.7 47.2|gnark-cli     34|gnark-cli    19482
17-10 06:45:56| 98   1   0   0   0|  55G 3872M  293M 3482M|   0     0 | 49   0   0|46.3 46.7 47.2|gnark-cli     33|gnark-cli    19482
17-10 06:45:57| 98   2   0   0   0|  55G 3879M  293M 3482M|   0     0 | 50   0   0|46.5 46.7 47.2|gnark-cli     34|gnark-cli    19482
17-10 06:45:58| 98   2   0   0   0|  55G 3859M  293M 3482M|   0     0 | 52   0   0|46.5 46.7 47.2|gnark-cli     36|gnark-cli    19482
17-10 06:45:59| 99   2   0   0   0|  55G 3871M  293M 3482M|   0    20k| 50   0   0|46.5 46.7 47.2|gnark-cli     35|gnark-cli    19482
